,Player,Division,Conference,Power5,School,Drafted?,position_pick_number,G,Rec,Rec Yds,Rec TD,Rec Yds/Rec,Rec Yds/G,Rec TD/G
245,Brian Dowling,FCS,CAA,N,Towson,N,Undrafted,16,32,419,1,13.1,26.2,0.1
246,Brian Flotkoetter,FCS,Big Sky,N,Montana St.,N,Undrafted,11,36,530,3,14.7,48.2,0.3
247,Brian Riley,FCS,Pioneer,N,San Diego,N,Undrafted,23,98,1768,15,18.0,76.9,0.7
248,Brian Strachan,FCS,Ivy League,N,Brown,N,Undrafted,20,94,879,3,9.4,44.0,0.2
249,Brian Thomas Jr.,FBS,SEC,Y,LSU,Y,4.0,13,68,1177,17,17.3,90.5,1.3
250,Brian Wetzel,FCS,Patriot,N,Fordham,N,Undrafted,28,178,2335,25,13.1,83.4,0.9
251,Brian Williams,FBS,Sun Belt,N,ULM,N,Undrafted,12,45,626,4,13.9,52.2,0.3
252,Britain Covey,FBS,Pac-12,Y,Utah,N,Undrafted,13,60,637,1,10.6,49.0,0.1
253,Broc Malcom,FCS,Big Sky,N,Idaho St.,N,Undrafted,11,51,524,2,10.3,47.6,0.2
254,Brock McCoin,FCS,OVC,N,Tennessee Tech,N,Undrafted,11,61,747,4,12.2,67.9,0.4
255,Bru McCoy,FBS,SEC,Y,Tennessee,N,Undrafted,12,52,667,4,12.8,55.6,0.3
256,Bruce Ellington,FBS,SEC,Y,South Carolina,Y,17.0,13,49,775,8,15.8,59.6,0.6
257,Bruce Mapp,FCS,Big South,N,Coastal Carolina,N,Undrafted,41,142,2021,14,14.2,49.3,0.3
258,Bruce Natson,FBS,Mountain West,N,Utah St.,N,Undrafted,14,59,395,2,6.7,28.2,0.1
259,Bryan Edwards,FBS,SEC,Y,South Carolina,Y,15.0,48,234,3045,22,13.0,63.4,0.5
260,Bryan Holmes,FBS,Sun Belt,N,Troy,N,Undrafted,12,40,676,7,16.9,56.3,0.6
261,Bryan Underwood,FBS,ACC,Y,NC State,N,Undrafted,7,32,382,1,11.9,54.6,0.1
262,Bryce Bobo,FBS,Pac-12,Y,Colorado,N,Undrafted,25,106,1241,7,11.7,49.6,0.3
263,Bryce Ford-Wheaton,FBS,Big 12,Y,West Virginia,N,Undrafted,33,131,1666,13,12.7,50.5,0.4
264,Bryce Kirtz,FBS,Big Ten,Y,Northwestern,N,Undrafted,12,49,701,5,14.3,58.4,0.4
265,Bryce Mitchell,FBS,MAC,N,Toledo,N,Undrafted,12,35,679,4,19.4,56.6,0.3
266,Bryce Nunnelly,FCS,SoCon,N,Chattanooga,N,Undrafted,23,136,2031,12,14.9,88.3,0.5
267,Bryce Oliver,FCS,MVFC,N,Youngstown St.,N,Undrafted,24,123,1799,18,14.6,75.0,0.8
268,Bryce Singleton,FBS,CUSA,N,FIU,N,Undrafted,11,46,840,3,18.3,76.4,0.3
269,Bryce Treggs,FBS,Pac-12,Y,California,N,Undrafted,37,174,2290,14,13.2,61.9,0.4
270,Bryson Canty,FCS,Ivy League,N,Columbia,N,Undrafted,10,53,733,6,13.8,73.3,0.6
271,Bryson Daughtry,FCS,CAA,N,Elon,N,Undrafted,23,78,1308,11,16.8,56.9,0.5
272,Bryson Green,FBS,Big 12,Y,Oklahoma St.,N,Undrafted,11,36,584,5,16.2,53.1,0.5
273,Bub Means,FBS,ACC,Y,Pittsburgh,Y,24.0,12,41,721,6,17.6,60.1,0.5
274,Bud Sasser,FBS,SEC,Y,Missouri,Y,24.0,28,103,1364,13,13.2,48.7,0.5
275,Bug Howard,FBS,ACC,Y,North Carolina,N,Undrafted,13,53,827,8,15.6,63.6,0.6
276,Byron Barney,FCS,FCS Independent,N,Hampton,N,Undrafted,19,91,1283,13,14.1,67.5,0.7
277,Byron Pringle,FBS,Big 12,Y,Kansas St.,N,Undrafted,25,69,1355,10,19.6,54.2,0.4
278,C. J. Best,FBS,Sun Belt,N,Texas St.,N,Undrafted,12,58,591,1,10.2,49.2,0.1
279,C.J Board,FCS,SoCon,N,Chattanooga,N,Undrafted,40,123,1819,10,14.8,45.5,0.2
280,C.J. Bates,FCS,Southland,N,Nicholls,N,Undrafted,11,54,821,9,15.2,74.6,0.8
281,C.J. Johnson,FBS,AAC,N,East Carolina,N,Undrafted,34,140,2329,20,16.6,68.5,0.6
282,CJ Bolar,FCS,SWAC,N,Alcorn,N,Undrafted,11,41,676,5,16.5,61.5,0.5
283,CJ Charleston,FCS,MVFC,N,Youngstown St.,N,Undrafted,13,33,503,4,15.2,38.7,0.3
284,CJ Daniels,FBS,CUSA,N,Liberty,N,Undrafted,27,92,1701,17,18.5,63.0,0.6
285,CJ Hardy,FCS,Southland,N,UIW,N,Undrafted,14,40,547,6,13.7,39.1,0.4
286,CJ Lewis,FBS,ACC,Y,Boston College,N,Undrafted,11,28,460,5,16.4,41.8,0.5
287,CJ Turner,FCS,Southland,N,Southeastern La.,N,Undrafted,19,122,1497,12,12.3,78.8,0.6
288,CJ Worton,FBS,CUSA,N,FIU,N,Undrafted,13,37,627,6,16.9,48.2,0.5
289,Cade Johnson,FCS,MVFC,N,South Dakota St.,N,Undrafted,26,139,2554,25,18.4,98.2,1.0
290,Caleb Chapman,FCS,Southland,N,UIW,N,Undrafted,10,38,656,7,17.3,65.6,0.7
291,Caleb Davis,FCS,MEAC,N,South Carolina St.,N,Undrafted,13,32,316,4,9.9,24.3,0.3
292,Caleb Medford,FBS,Mountain West,N,New Mexico,N,Undrafted,12,30,551,2,18.4,45.9,0.2
293,Caleb Smith,FCS,CAA,N,Towson,N,Undrafted,21,87,1184,6,13.6,56.4,0.3
294,Caleb Snead,FCS,Big South,N,Campbell,N,Undrafted,22,118,1877,19,15.9,85.3,0.9
295,Caleb Vander Esch,FCS,MVFC,N,South Dakota,N,Undrafted,16,68,925,7,13.6,57.8,0.4
296,Callen Hightower,FBS,Sun Belt,N,Idaho,N,Undrafted,11,57,749,2,13.1,68.1,0.2
297,Calvin Austin,FBS,AAC,N,Memphis,Y,20.0,23,137,2202,19,16.1,95.7,0.8
298,Calvin Jackson Jr.,FBS,Pac-12,Y,Washington St.,N,Undrafted,13,66,987,7,15.0,75.9,0.5
299,Calvin Jones,FCS,SoCon,N,Western Caro.,N,Undrafted,11,37,636,4,17.2,57.8,0.4
300,Calvin Ridley,FBS,SEC,Y,Alabama,Y,2.0,44,224,2781,19,12.4,63.2,0.4
301,Cam Camper,FBS,Big Ten,Y,Indiana,N,Undrafted,7,46,569,2,12.4,81.3,0.3
302,Cam Johnson,FBS,Big Ten,Y,Northwestern,N,Undrafted,22,110,1260,9,11.5,57.3,0.4
303,Cam Phillips,FBS,ACC,Y,Virginia Tech,N,Undrafted,39,196,2529,14,12.9,64.8,0.4
304,Cam Warren,FCS,Big Sky,N,Montana,N,Undrafted,13,38,513,3,13.5,39.5,0.2
305,Cam Worthy,FBS,AAC,N,East Carolina,N,Undrafted,11,55,1016,4,18.5,92.4,0.4
306,Cam Wyche,FCS,OVC,N,Tennessee St.,N,Undrafted,7,22,456,2,20.7,65.1,0.3
307,Cameron Batson,FBS,Big 12,Y,Texas Tech,N,Undrafted,12,60,644,8,10.7,53.7,0.7
308,Cameron Crayton,FCS,Patriot,N,Georgetown,N,Undrafted,10,45,756,4,16.8,75.6,0.4
309,Cameron Dollar,FBS,CUSA,N,Charlotte,N,Undrafted,13,41,599,2,14.6,46.1,0.2
310,Cameron Livingston,FCS,Big Sky,N,Weber St.,N,Undrafted,35,121,1709,7,14.1,48.8,0.2
311,Cameron Meredith,FCS,MVFC,N,Illinois St.,N,Undrafted,25,87,1431,14,16.4,57.2,0.6
312,Cameron Richmond,FCS,Big Sky,N,Idaho St.,N,Undrafted,12,56,645,6,11.5,53.8,0.5
313,Cameron Ross,FBS,FBS Independent,N,UConn,N,Undrafted,23,104,1275,5,12.3,55.4,0.2
314,Cameron Smith,FBS,Pac-12,Y,Arizona St.,N,Undrafted,11,41,596,6,14.5,54.2,0.5
315,Cameron Young,FCS,SWAC,N,Alabama A&M,N,Undrafted,11,53,511,5,9.6,46.5,0.5
316,Canaan Severin,FBS,ACC,Y,Virginia,N,Undrafted,24,96,1337,13,13.9,55.7,0.5
317,Cantrell Frazier,FCS,MEAC,N,Savannah St.,N,Undrafted,12,27,360,1,13.3,30.0,0.1
318,Carey Fortson,FCS,Southland,N,Nicholls,N,Undrafted,12,23,302,2,13.1,25.2,0.2
319,Carlos Harris,FBS,CUSA,N,North Texas,N,Undrafted,37,178,2143,12,12.0,57.9,0.3
320,Carlos Henderson,FBS,CUSA,N,Louisiana Tech,Y,10.0,36,147,2878,28,19.6,79.9,0.8
321,Carlos Hill,FCS,Big Sky,N,Sacramento St.,N,Undrafted,13,51,692,5,13.6,53.2,0.4
322,Carrington Thompson,FBS,MAC,N,Western Mich.,N,Undrafted,14,42,637,6,15.2,45.5,0.4
323,Carson Crawford,FCS,Big Sky,N,UC Davis,N,Undrafted,5,24,276,3,11.5,55.2,0.6
324,Carter Bell,FCS,MVFC,N,South Dakota,N,Undrafted,29,110,1844,12,16.8,63.6,0.4
325,Casey Martin,FBS,CUSA,N,Southern Miss.,N,Undrafted,25,135,1456,9,10.8,58.2,0.4
326,Casey Washington,FBS,Big Ten,Y,Illinois,Y,28.0,12,49,670,4,13.7,55.8,0.3
327,Caullin Lacy,FBS,Sun Belt,N,South Alabama,N,Undrafted,25,155,2128,13,13.7,85.1,0.5
328,Cayden Jordan,FCS,Big South,N,Charleston So.,N,Undrafted,14,68,1026,5,15.1,73.3,0.4
329,Cayleb Jones,FBS,Pac-12,Y,Arizona,N,Undrafted,27,128,1923,14,15.0,71.2,0.5
330,Caylin Newton,FCS,CAA,N,William & Mary,N,Undrafted,13,37,537,3,14.5,41.3,0.2
331,Caylon Weathers,FCS,OVC,N,UT Martin,N,Undrafted,11,62,726,8,11.7,66.0,0.7
332,Cedric Byrd,FBS,Mountain West,N,Hawaii,N,Undrafted,29,177,2067,19,11.7,71.3,0.7
333,Cedric Patterson III,FBS,CUSA,N,Rice,N,Undrafted,12,38,583,6,15.3,48.6,0.5
334,Cedric Tillman,FBS,SEC,Y,Tennessee,Y,10.0,13,64,1081,12,16.9,83.2,0.9
335,Cedrick Wilson,FBS,Mountain West,N,Boise St.,Y,24.0,27,139,2640,18,19.0,97.8,0.7
336,CeeDee Lamb,FBS,Big 12,Y,Oklahoma,Y,3.0,41,173,3292,32,19.0,80.3,0.8
337,Censere Lee,FCS,SoCon,N,Western Caro.,N,Undrafted,21,81,1418,14,17.5,67.5,0.7
338,Chad Hansen,FBS,Pac-12,Y,California,Y,21.0,10,92,1249,11,13.6,124.9,1.1
339,Chad Hanson,FCS,Big Sky,N,Idaho St.,N,Undrafted,11,45,501,3,11.1,45.5,0.3
340,Chad Hunter,FCS,MEAC,N,Florida A&M,N,Undrafted,22,75,1153,12,15.4,52.4,0.5
341,Chad Owens,FCS,MVFC,N,UNI,N,Undrafted,12,60,595,5,9.9,49.6,0.4
342,Chad Ward,FCS,NEC,N,Bryant,N,Undrafted,34,133,2012,13,15.1,59.2,0.4
343,Chad Williams,FCS,SWAC,N,Grambling,Y,13.0,36,198,2918,26,14.7,81.1,0.7
344,Chance Allen,FBS,AAC,N,Houston,N,Undrafted,26,112,1567,12,14.0,60.3,0.5
345,Chance Knox,FCS,SoCon,N,VMI,N,Undrafted,19,86,781,4,9.1,41.1,0.2
346,Chance Nelson,FCS,Southland,N,Sam Houston,N,Undrafted,12,22,307,3,14.0,25.6,0.2
347,Chandler Brayboy,FCS,CAA,N,Elon,N,Undrafted,11,30,589,4,19.6,53.5,0.4
348,Chandler Curtis,FCS,SoCon,N,Mercer,N,Undrafted,12,28,564,5,20.1,47.0,0.4
349,Chandler Harvin,FCS,CAA,N,Delaware,N,Undrafted,13,39,615,7,15.8,47.3,0.5
350,Chandler Jones,FBS,Mountain West,N,San Jose St.,N,Undrafted,12,79,1356,15,17.2,113.0,1.2
351,Chandler Smith,FCS,SoCon,N,Samford,N,Undrafted,24,174,1953,16,11.2,81.4,0.7
352,Chandler Worthy,FBS,Sun Belt,N,Troy,N,Undrafted,11,24,398,2,16.6,36.2,0.2
353,Changa Hodge,FCS,CAA,N,Villanova,N,Undrafted,13,65,1118,13,17.2,86.0,1.0
354,Charles Lovett,FBS,Mountain West,N,Colorado St.,N,Undrafted,9,26,396,2,15.2,44.0,0.2
355,Charles Nelson,FBS,Pac-12,Y,Oregon,N,Undrafted,12,52,554,5,10.7,46.2,0.4
356,Charleston Rambo,FBS,ACC,Y,Miami (FL),N,Undrafted,26,122,1915,12,15.7,73.7,0.5
357,Charlie Fessler,FCS,CAA,N,Richmond,N,Undrafted,12,68,869,3,12.8,72.4,0.2
358,Charlie Jones,FBS,Big Ten,Y,Purdue,Y,14.0,13,110,1361,12,12.4,104.7,0.9
359,Charlie Moore,FBS,Big 12,Y,Oklahoma St.,N,Undrafted,13,35,468,5,13.4,36.0,0.4
360,Charone Peake,FBS,ACC,Y,Clemson,Y,27.0,15,50,716,5,14.3,47.7,0.3
361,Chase Claypool,FBS,FBS Independent,N,Notre Dame,Y,11.0,26,116,1676,17,14.4,64.5,0.7
362,Chase Cochran,FBS,MAC,N,Ohio,N,Undrafted,13,37,689,4,18.6,53.0,0.3
363,Chase Lane,FBS,SEC,Y,Texas A&M,N,Undrafted,10,29,409,2,14.1,40.9,0.2
364,Chase Roberts,FBS,Big 12,Y,BYU,N,Undrafted,12,42,573,5,13.6,47.8,0.4
365,Chaz Anderson,FBS,Mountain West,N,Boise St.,N,Undrafted,13,42,578,3,13.8,44.5,0.2
366,Chedon James,FCS,Big Sky,N,Idaho St.,N,Undrafted,11,102,1045,8,10.2,95.0,0.7
367,Chester Rogers,FCS,SWAC,N,Grambling,N,Undrafted,35,149,2179,17,14.6,62.3,0.5
368,Chick Chatham,FCS,MVFC,N,Illinois St.,N,Undrafted,11,17,269,2,15.8,24.5,0.2
369,Chico McClatcher,FBS,Pac-12,Y,Washington,N,Undrafted,13,31,574,5,18.5,44.2,0.4
370,Chimere Dike,FBS,Big Ten,Y,Wisconsin,N,Undrafted,13,47,689,6,14.7,53.0,0.5
371,Chris Autman-Bell,FBS,Big Ten,Y,Minnesota,N,Undrafted,7,22,430,1,19.5,61.4,0.1
372,Chris Blair,FCS,SWAC,N,Alcorn,N,Undrafted,26,87,1460,13,16.8,56.2,0.5
373,Chris Brown,FBS,FBS Independent,N,Notre Dame,N,Undrafted,26,87,1145,5,13.2,44.0,0.2
374,Chris Cephus,FCS,SoCon,N,Samford,N,Undrafted,13,30,635,6,21.2,48.8,0.5
375,Chris Coleman,FCS,Big Sky,N,Cal Poly,N,Undrafted,21,103,1529,9,14.8,72.8,0.4
376,Chris Conley,FBS,SEC,Y,Georgia,Y,11.0,24,81,1308,12,16.1,54.5,0.5
377,Chris Crawford,FCS,Pioneer,N,Stetson,N,Undrafted,11,33,332,1,10.1,30.2,0.1
378,Chris Finke,FBS,FBS Independent,N,Notre Dame,N,Undrafted,13,49,571,2,11.7,43.9,0.2
379,Chris Gant,FBS,Mountain West,N,Hawaii,N,Undrafted,12,59,973,9,16.5,81.1,0.8
380,Chris Godwin,FBS,Big Ten,Y,Penn St.,Y,11.0,27,128,2083,16,16.3,77.1,0.6
381,Chris Harper,FBS,Pac-12,Y,California,N,Undrafted,23,122,1486,11,12.2,64.6,0.5
382,Chris Humphrey,FBS,MAC,N,Kent St.,N,Undrafted,23,102,1248,8,12.2,54.3,0.3
383,Chris Jones,FCS,Big South,N,Coastal Carolina,N,Undrafted,11,33,604,4,18.3,54.9,0.4
384,Chris King,FCS,NEC,N,Duquesne,N,Undrafted,31,175,2574,24,14.7,83.0,0.8
385,Chris Lewis,FBS,Sun Belt,N,Troy,N,Undrafted,14,32,735,10,23.0,52.5,0.7
386,Chris Martin,FCS,Big Sky,N,UC Davis,N,Undrafted,11,46,658,5,14.3,59.8,0.5
387,Chris Moore,FBS,AAC,N,Cincinnati,Y,9.0,38,115,2188,24,19.0,57.6,0.6
388,Chris Murray,FBS,Sun Belt,N,Arkansas St.,N,Undrafted,12,50,697,9,13.9,58.1,0.8
389,Chris Olave,FBS,Big Ten,Y,Ohio St.,Y,3.0,33,164,2514,32,15.3,76.2,1.0
390,Chris Pierce,FBS,SEC,Y,Vanderbilt,N,Undrafted,21,82,1025,7,12.5,48.8,0.3
391,Chris Platt,FBS,Big 12,Y,Baylor,N,Undrafted,13,35,567,4,16.2,43.6,0.3
392,Chris Rowland,FCS,OVC,N,Tennessee St.,N,Undrafted,20,161,2164,13,13.4,108.2,0.6
393,Chris Shelling,FCS,SoCon,N,Samford,N,Undrafted,23,136,1595,16,11.7,69.3,0.7
394,Chris Thompson,FCS,OVC,N,UT Martin,N,Undrafted,12,39,502,3,12.9,41.8,0.2
395,Chris Williams,FBS,Sun Belt,N,Troy,N,Undrafted,12,31,402,2,13.0,33.5,0.2
396,Chrishon McCray,FBS,MAC,N,Kent St.,N,Undrafted,9,41,610,4,14.9,67.8,0.4
397,Christan Horn,FBS,Sun Belt,N,App State,N,Undrafted,26,70,1186,10,16.9,45.6,0.4
398,Christian Brown,FCS,Pioneer,N,San Diego,N,Undrafted,6,25,347,2,13.9,57.8,0.3
399,Christian Bryan,FCS,MVFC,N,Youngstown St.,N,Undrafted,12,26,306,2,11.8,25.5,0.2
400,Christian Fredrickson,FCS,Big Sky,N,Idaho St.,N,Undrafted,17,74,1039,7,14.0,61.1,0.4
401,Christian Gibbs,FCS,MVFC,N,Illinois St.,N,Undrafted,21,85,1151,10,13.5,54.8,0.5
402,Christian Jones,FBS,Big Ten,Y,Northwestern,N,Undrafted,12,54,668,4,12.4,55.7,0.3
403,Christian Kirk,FBS,SEC,Y,Texas A&M,Y,5.0,38,229,2796,26,12.2,73.6,0.7
404,Christian Pearson,FCS,Ivy League,N,Penn,N,Undrafted,10,40,514,7,12.8,51.4,0.7
405,Christian Summers,FCS,CAA,N,Towson,N,Undrafted,11,57,968,5,17.0,88.0,0.5
406,Christian Watson,FCS,MVFC,N,North Dakota St.,Y,7.0,38,96,1977,14,20.6,52.0,0.4
407,Christion Jones,FBS,SEC,Y,Alabama,N,Undrafted,13,36,349,2,9.7,26.8,0.2
408,Christopher Clark,FBS,ACC,Y,Syracuse,N,Undrafted,13,36,365,3,10.1,28.1,0.2
409,Christopher Robinson,FCS,Big Sky,N,Southern Utah,N,Undrafted,12,60,880,8,14.7,73.3,0.7
410,Christopher Williams-Lopez,FCS,Ivy League,N,Yale,N,Undrafted,10,56,594,3,10.6,59.4,0.3
411,Clay Fuller,FBS,Big 12,Y,Baylor,N,Undrafted,13,32,512,3,16.0,39.4,0.2
412,Cody Chrest,FCS,WAC,N,Sam Houston,N,Undrafted,41,176,2421,14,13.8,59.0,0.3
413,Cody Core,FBS,SEC,Y,Ole Miss,Y,20.0,26,78,1202,10,15.4,46.2,0.4
414,Cody Hoffman,FBS,FBS Independent,N,BYU,N,Undrafted,11,57,894,5,15.7,81.3,0.5
415,Cody Latimer,FBS,Big Ten,Y,Indiana,Y,10.0,12,72,1096,9,15.2,91.3,0.8
416,Cody Matthews,FCS,OVC,N,Tennessee Tech,N,Undrafted,20,70,1001,9,14.3,50.0,0.4
417,Cody Swain,FCS,SWAC,N,Ark.-Pine Bluff,N,Undrafted,22,82,1086,4,13.2,49.4,0.2
418,Cody Thompson,FBS,MAC,N,Toledo,N,Undrafted,38,149,2741,26,18.4,72.1,0.7
419,Cody White,FBS,Big Ten,Y,Michigan St.,N,Undrafted,22,108,1477,8,13.7,67.1,0.4
420,Colbie Young,FBS,ACC,Y,Miami (FL),N,Undrafted,12,47,563,5,12.0,46.9,0.4
421,Cole King,FCS,CAA,N,UAlbany,N,Undrafted,24,82,1062,7,13.0,44.2,0.3
422,Cole Taylor,FCS,CAA,N,Elon,N,Undrafted,11,31,524,1,16.9,47.6,0.1
423,Cole Tucker,FBS,MAC,N,NIU,N,Undrafted,20,86,1207,7,14.0,60.4,0.4
424,Coleman Owen,FCS,Big Sky,N,Northern Ariz.,N,Undrafted,36,175,2267,17,13.0,63.0,0.5
425,Colin Howard,FCS,Pioneer,N,Drake,N,Undrafted,10,26,549,2,21.1,54.9,0.2
426,Colin Lockett,FBS,Mountain West,N,San Diego St.,N,Undrafted,12,52,736,5,14.2,61.3,0.4
427,Collin Johnson,FBS,Big 12,Y,Texas,Y,21.0,26,122,1750,9,14.3,67.3,0.3
428,Collin Shaw,FCS,Ivy League,N,Cornell,N,Undrafted,10,37,520,4,14.1,52.0,0.4
429,Colton Dowell,FCS,OVC,N,UT Martin,Y,28.0,30,145,2261,14,15.6,75.4,0.5
430,Colton Korn,FCS,Big South,N,Charleston So.,N,Undrafted,12,26,271,2,10.4,22.6,0.2
431,Conner Kelley,FCS,Ivy League,N,Princeton,N,Undrafted,20,103,1127,10,10.9,56.4,0.5
432,Conner Scott,FCS,Ivy League,N,Penn,N,Undrafted,17,89,965,5,10.8,56.8,0.3
433,Connor Iwema,FCS,MVFC,N,Southern Ill.,N,Undrafted,22,84,1149,9,13.7,52.2,0.4
434,Cooper Barkate,FCS,Ivy League,N,Harvard,N,Undrafted,9,40,501,3,12.5,55.7,0.3
435,Cooper Kupp,FCS,Big Sky,N,Eastern Wash.,Y,7.0,52,428,6464,73,15.1,124.3,1.4
436,Corey Brown,FBS,Big Ten,Y,Ohio St.,N,Undrafted,14,63,771,10,12.2,55.1,0.7
437,Corey Coleman,FBS,Big 12,Y,Baylor,Y,1.0,35,173,3009,33,17.4,86.0,0.9
438,Corey Crooms,FBS,MAC,N,Western Mich.,N,Undrafted,25,101,1582,11,15.7,63.3,0.4
439,Corey Davis,FBS,MAC,N,Western Mich.,Y,1.0,50,332,5285,52,15.9,105.7,1.0
440,Corey Gammage,FBS,Sun Belt,N,Marshall,N,Undrafted,36,165,2061,12,12.5,57.2,0.3
441,Corey Jones,FBS,MAC,N,Toledo,N,Undrafted,38,189,2236,15,11.8,58.8,0.4
442,Corey Joyner,FCS,CAA,N,Elon,N,Undrafted,12,32,512,2,16.0,42.7,0.2
443,Corey Reed,FCS,SWAC,N,Jackson St.,N,Undrafted,6,27,325,3,12.0,54.2,0.5
444,Corey Robinson,FBS,FBS Independent,N,Notre Dame,N,Undrafted,13,40,539,5,13.5,41.5,0.4
445,Corey Rucker,FBS,Sun Belt,N,Arkansas St.,N,Undrafted,33,111,1984,16,17.9,60.1,0.5
446,Corey Sutton,FBS,Sun Belt,N,App State,N,Undrafted,34,142,2172,23,15.3,63.9,0.7
447,Corey Willis,FBS,MAC,N,Central Mich.,N,Undrafted,36,153,2320,23,15.2,64.4,0.6
448,Cornelius Johnson,FBS,Big Ten,Y,Michigan,Y,35.0,29,86,1224,4,14.2,42.2,0.1
449,Cornelius McCoy,FCS,ASUN,N,Eastern Ky.,N,Undrafted,32,152,1972,17,13.0,61.6,0.5
450,Cornell Powell,FBS,ACC,Y,Clemson,Y,23.0,12,53,882,7,16.6,73.5,0.6
451,Cortez Lewis,FBS,ACC,Y,Wake Forest,N,Undrafted,12,47,611,4,13.0,50.9,0.3
452,Cortrelle Simpson,FCS,CAA,N,Richmond,N,Undrafted,20,96,1670,11,17.4,83.5,0.6
453,Cory Mitchell,FCS,Big Sky,N,Eastern Wash.,N,Undrafted,15,47,699,3,14.9,46.6,0.2
454,Cory Stuart,FCS,Pioneer,N,Dayton,N,Undrafted,12,52,539,2,10.4,44.9,0.2
455,Courtland Sutton,FBS,AAC,N,SMU,Y,3.0,37,193,3193,31,16.5,86.3,0.8
456,Courtney Jackson,FBS,Sun Belt,N,Arkansas St.,N,Undrafted,13,39,689,7,17.7,53.0,0.5
457,Courtney Rush,FCS,NEC,N,Central Conn. St.,N,Undrafted,21,51,1114,9,21.8,53.0,0.4
458,Courtney Whitehead,FCS,Southland,N,Central Ark.,N,Undrafted,24,75,1039,7,13.9,43.3,0.3
459,Craig Wilkins,FBS,CUSA,N,Marshall,N,Undrafted,14,32,408,2,12.8,29.1,0.1
460,Curry Sexton,FBS,Big 12,Y,Kansas St.,N,Undrafted,26,118,1505,5,12.8,57.9,0.2
461,Curtis Raymond III,FCS,Ivy League,N,Cornell,N,Undrafted,10,27,515,4,19.1,51.5,0.4
462,Curtis Samuel,FBS,Big Ten,Y,Ohio St.,Y,5.0,13,74,865,7,11.7,66.5,0.5
463,Cutrell Haywood,FCS,Big South,N,Gardner-Webb,N,Undrafted,30,168,1619,15,9.6,54.0,0.5
464,Cyron Sutton,FCS,Southland,N,McNeese,N,Undrafted,23,107,1553,12,14.5,67.5,0.5
465,Cyrus Allen,FBS,CUSA,N,Louisiana Tech,N,Undrafted,11,46,778,4,16.9,70.7,0.4
466,Cyrus Holder,FCS,NEC,N,Duquesne,N,Undrafted,25,107,1812,18,16.9,72.5,0.7
467,Cyrus Strahm,FCS,Pioneer,N,Morehead St.,N,Undrafted,24,90,797,4,8.9,33.2,0.2
468,D'Andre Randle,FCS,Pioneer,N,Jacksonville,N,Undrafted,22,96,1414,13,14.7,64.3,0.6
469,D'Ante' Cox,FCS,MVFC,N,Southern Ill.,N,Undrafted,21,80,1183,4,14.8,56.3,0.2
470,D'Haquille Williams,FBS,SEC,Y,Auburn,N,Undrafted,10,45,730,5,16.2,73.0,0.5
471,D'Vario Montgomery,FBS,Big 12,Y,Iowa St.,N,Undrafted,11,44,605,2,13.8,55.0,0.2
472,D'Wayne Eskridge,FBS,MAC,N,Western Mich.,Y,8.0,17,72,1560,11,21.7,91.8,0.6
473,D.J. Coles,FBS,ACC,Y,Virginia Tech,N,Undrafted,13,25,387,6,15.5,29.8,0.5
474,D.J. Foster,FBS,Pac-12,Y,Arizona St.,N,Undrafted,25,92,948,6,10.3,37.9,0.2
475,D.J. Moore,FBS,Big Ten,Y,Maryland,Y,1.0,25,121,1670,14,13.8,66.8,0.6
476,D.J. Thompson,FBS,CUSA,N,Southern Miss.,N,Undrafted,14,55,779,6,14.2,55.6,0.4
477,D.J. Ward,FCS,Southland,N,SFA,N,Undrafted,12,61,809,7,13.3,67.4,0.6
478,D.K. Metcalf,FBS,SEC,Y,Ole Miss,Y,8.0,19,65,1215,12,18.7,63.9,0.6
479,DJ Chark,FBS,SEC,Y,LSU,Y,8.0,13,40,874,3,21.8,67.2,0.2
480,DJ Montgomery,FCS,OVC,N,Austin Peay,N,Undrafted,11,42,797,10,19.0,72.5,0.9
481,DJ Rias,FCS,SoCon,N,Samford,N,Undrafted,13,51,588,6,11.5,45.2,0.5
482,DJ Stubbs,FBS,FBS Independent,N,Liberty,N,Undrafted,11,38,523,3,13.8,47.5,0.3
483,DJ Turner,FBS,ACC,Y,Pittsburgh,N,Undrafted,11,44,634,3,14.4,57.6,0.3
484,DJ Ward,FCS,Southland,N,SFA,N,Undrafted,13,44,566,3,12.9,43.5,0.2
485,Da'Kendall James,FCS,CAA,N,Towson,N,Undrafted,11,46,520,3,11.3,47.3,0.3
486,Da'Mari Scott,FBS,Mountain West,N,Fresno St.,N,Undrafted,14,57,566,1,9.9,40.4,0.1
487,Da'Quan Felton,FBS,ACC,Y,Virginia Tech,N,Undrafted,24,77,1238,15,16.1,51.6,0.6
488,Da'Ron Brown,FBS,MAC,N,NIU,Y,27.0,27,114,1817,15,15.9,67.3,0.6
489,DaeSean Hamilton,FBS,Big Ten,Y,Penn St.,Y,13.0,39,180,2336,17,13.0,59.9,0.4
490,Daewood Davis,FBS,CUSA,N,Western Ky.,N,Undrafted,26,106,1635,15,15.4,62.9,0.6
491,Dahu Green,FBS,Sun Belt,N,Arkansas St.,N,Undrafted,6,32,542,5,16.9,90.3,0.8
492,Dai'Jean Dixon,FCS,Southland,N,Nicholls,N,Undrafted,42,182,2758,27,15.2,65.7,0.6
