,Player,Division,Conference,Power5,School,Drafted?,position_pick_number,G,Rush,Rush Yds,Rush TD,Rush Yds/Att,Rush Yds/G,Rush TD/G
983,Jeremiah Wilson,FCS,MVFC,N,Missouri St.,N,Undrafted,6,57,278,4,4.9,46.3,0.7
984,Jeremy Calhoun,FCS,Big Sky,N,Montana,N,Undrafted,21,235,1239,16,5.3,59.0,0.8
985,Jeremy Cox,FBS,CUSA,N,Old Dominion,N,Undrafted,21,276,1353,17,4.9,64.4,0.8
986,Jeremy Hill,FBS,SEC,Y,LSU,Y,2.0,12,203,1401,16,6.9,116.8,1.3
987,Jeremy Langford,FBS,Big Ten,Y,Michigan St.,Y,9.0,27,568,2944,40,5.2,109.0,1.5
988,Jeremy Larkin,FBS,Big Ten,Y,Northwestern,N,Undrafted,13,84,503,5,6.0,38.7,0.4
989,Jeremy McNichols,FBS,Mountain West,N,Boise St.,Y,17.0,25,554,3046,43,5.5,121.8,1.7
990,Jeremy Smith,FBS,Big 12,Y,Oklahoma St.,N,Undrafted,13,122,485,9,4.0,37.3,0.7
991,Jermaine Brown Jr.,FBS,AAC,N,UAB,N,Undrafted,38,447,2382,27,5.3,62.7,0.7
992,Jermar Jefferson,FBS,Pac-12,Y,Oregon St.,Y,19.0,27,514,2923,27,5.7,108.3,1.0
993,Jermiah Dobbins,FCS,WAC,N,Abilene Christian,N,Undrafted,17,187,953,12,5.1,56.1,0.7
994,Jerodd Sims,FCS,SWAC,N,Southern U.,N,Undrafted,15,115,645,7,5.6,43.0,0.5
995,Jerome Ford,FBS,AAC,N,Cincinnati,Y,14.0,23,287,1802,27,6.3,78.3,1.2
996,Jerome Smith,FBS,ACC,Y,Syracuse,N,Undrafted,13,200,914,12,4.6,70.3,0.9
997,Jerrel Brown,FBS,Sun Belt,N,Idaho,N,Undrafted,11,117,569,4,4.9,51.7,0.4
998,Jerrell Wimbley,FCS,ASUN,N,SFA,N,Undrafted,20,247,1311,11,5.3,65.6,0.6
999,Jerrion Ealy,FBS,SEC,Y,Ole Miss,N,Undrafted,33,384,2235,20,5.8,67.7,0.6
1000,Jerron Seymour,FBS,SEC,Y,Vanderbilt,N,Undrafted,12,164,716,14,4.4,59.7,1.2
1001,Jerry Howard,FCS,CAA,N,Towson,N,Undrafted,24,294,1459,8,5.0,60.8,0.3
1002,Jesse Valenzuela,FCS,Southland,N,Houston Christian,N,Undrafted,8,101,542,5,5.4,67.8,0.6
1003,Jessie Britt,FCS,Southland,N,Southeastern La.,N,Undrafted,11,92,563,6,6.1,51.2,0.5
1004,Jetarii Donald,FCS,Pioneer,N,Mercer,N,Undrafted,12,149,874,7,5.9,72.8,0.6
1005,Jevon Jackson,FCS,ASUN,N,Austin Peay,N,Undrafted,23,347,1945,14,5.6,84.6,0.6
1006,Jevyon Ducker,FBS,MAC,N,NIU,N,Undrafted,12,218,1184,3,5.4,98.7,0.2
1007,Jhurell Pressley,FBS,Mountain West,N,New Mexico,N,Undrafted,25,261,1990,23,7.6,79.6,0.9
1008,Jimmie Robinson III,FCS,SWAC,N,Bethune-Cookman,N,Undrafted,11,153,556,2,3.6,50.5,0.2
1009,Jimmy Lera,FCS,OVC,N,Eastern Ill.,N,Undrafted,12,64,369,4,5.8,30.8,0.3
1010,Jimmy Owens,FCS,CAA,N,New Hampshire,N,Undrafted,12,102,638,8,6.3,53.2,0.7
1011,Jo'El Kimpela,FCS,Patriot,N,Georgetown,N,Undrafted,21,291,1481,5,5.1,70.5,0.2
1012,Jo'quavious Marks,FBS,SEC,Y,Mississippi St.,N,Undrafted,21,234,1155,13,4.9,55.0,0.6
1013,Jo-El Shaw,FBS,MAC,N,Kent St.,N,Undrafted,10,138,657,7,4.8,65.7,0.7
1014,Jobi Malary,FCS,Big Sky,N,Portland St.,N,Undrafted,10,103,676,12,6.6,67.6,1.2
1015,Jocobi Owens,FBS,Mountain West,N,Air Force,N,Undrafted,37,551,3005,17,5.5,81.2,0.5
1016,Jody Webb,FCS,MVFC,N,Youngstown St.,N,Undrafted,47,502,3259,30,6.5,69.3,0.6
1017,Joe Alessi,FCS,MVFC,N,Youngstown St.,N,Undrafted,12,136,803,5,5.9,66.9,0.4
1018,Joe Bergeron,FBS,Big 12,Y,Texas,N,Undrafted,13,73,362,4,5.0,27.8,0.3
1019,Joe Ferguson,FCS,Pioneer,N,San Diego,N,Undrafted,11,124,905,6,7.3,82.3,0.5
1020,Joe Fitzpatrick,FCS,CAA,N,Maine,N,Undrafted,25,238,1007,11,4.2,40.3,0.4
1021,Joe Hill,FBS,Mountain West,N,Utah St.,N,Undrafted,13,118,507,4,4.3,39.0,0.3
1022,Joe Logan,FCS,Big Sky,N,Northern Ariz.,N,Undrafted,39,534,2673,30,5.0,68.5,0.8
1023,Joe Mixon,FBS,Big 12,Y,Oklahoma,Y,4.0,25,300,2027,17,6.8,81.1,0.7
1024,Joe Protheroe,FCS,Big Sky,N,Cal Poly,N,Undrafted,31,784,3923,32,5.0,126.5,1.0
1025,Joe Williams,FBS,Pac-12,Y,Utah,Y,11.0,9,210,1407,10,6.7,156.3,1.1
1026,Joe Yearby,FBS,ACC,Y,Miami (FL),N,Undrafted,38,393,2119,14,5.4,55.8,0.4
1027,Joel Bouagnon,FBS,MAC,N,NIU,N,Undrafted,40,578,2825,31,4.9,70.6,0.8
1028,Joey DeFloria,FCS,Patriot,N,Bucknell,N,Undrafted,18,374,1536,12,4.1,85.3,0.7
1029,Joey DeMartino,FBS,Mountain West,N,Utah St.,N,Undrafted,14,221,1221,13,5.5,87.2,0.9
1030,Joey Giorgi,FCS,Ivy League,N,Columbia,N,Undrafted,19,259,1252,8,4.8,65.9,0.4
1031,Joey Iosefa,FBS,Mountain West,N,Hawaii,N,Undrafted,5,126,590,5,4.7,118.0,1.0
1032,Joey Rhattigan,FCS,Ivy League,N,Princeton,N,Undrafted,19,223,1115,11,5.0,58.7,0.6
1033,Joey Suchy,FCS,Pioneer,N,Butler,N,Undrafted,11,109,441,4,4.0,40.1,0.4
1034,John Carrington III,FCS,Southland,N,Nicholls,N,Undrafted,7,44,271,3,6.2,38.7,0.4
1035,John Crockett,FCS,MVFC,N,North Dakota St.,N,Undrafted,31,558,3271,32,5.9,105.5,1.0
1036,John Emery Jr.,FBS,SEC,Y,LSU,N,Undrafted,9,75,378,3,5.0,42.0,0.3
1037,John Hubert,FBS,Big 12,Y,Kansas St.,N,Undrafted,13,198,1048,10,5.3,80.6,0.8
1038,John Kelly,FBS,SEC,Y,Tennessee,Y,15.0,23,287,1408,14,4.9,61.2,0.6
1039,John Lee Eldridge III,FBS,Mountain West,N,Air Force,N,Undrafted,26,183,1365,10,7.5,52.5,0.4
1040,John Lovett,FBS,Big 12,Y,Baylor,N,Undrafted,26,212,1228,11,5.8,47.2,0.4
1041,John Nguyen,FCS,Big Sky,N,Montana,N,Undrafted,24,333,1534,4,4.6,63.9,0.2
1042,John Santiago,FCS,FCS Independent,N,North Dakota,N,Undrafted,43,622,3717,29,6.0,86.4,0.7
1043,John Spooney,FCS,Ivy League,N,Brown,N,Undrafted,9,150,1170,10,7.8,130.0,1.1
1044,John Volker,FCS,Ivy League,N,Princeton,N,Undrafted,8,93,447,7,4.8,55.9,0.9
1045,John Wilkins,FCS,Patriot,N,Colgate,N,Undrafted,25,222,877,12,4.0,35.1,0.5
1046,Johnathan Gray,FBS,Big 12,Y,Texas,N,Undrafted,22,306,1417,11,4.6,64.4,0.5
1047,Johnathan Hawkins,FCS,Big South,N,Campbell,N,Undrafted,11,125,547,6,4.4,49.7,0.5
1048,Johnnie Hicks,FCS,Pioneer,N,Jacksonville,N,Undrafted,11,46,288,3,6.3,26.2,0.3
1049,Johnny Ford,FBS,CUSA,N,Fla. Atlantic,N,Undrafted,22,246,1618,13,6.6,73.5,0.6
1050,Johnny Jefferson,FBS,Big 12,Y,Baylor,N,Undrafted,22,236,1524,14,6.5,69.3,0.6
1051,Johnny Pena,FCS,Ivy League,N,Brown,N,Undrafted,10,132,500,4,3.8,50.0,0.4
1052,Johnny Richardson,FBS,Big 12,Y,UCF,N,Undrafted,26,191,1306,4,6.8,50.2,0.2
1053,Johnston White,FBS,Sun Belt,N,Arkansas St.,N,Undrafted,26,194,1128,20,5.8,43.4,0.8
1054,Johnta' Hebert,FCS,SWAC,N,Prairie View,N,Undrafted,32,483,2916,24,6.0,91.1,0.8
1055,Jojo Kemp,FBS,SEC,Y,Kentucky,N,Undrafted,24,198,1037,9,5.2,43.2,0.4
1056,Jon Hilliman,FBS,ACC,Y,Boston College,N,Undrafted,26,377,1498,18,4.0,57.6,0.7
1057,Jonah Coleman,FBS,Pac-12,Y,Arizona,N,Undrafted,13,128,871,5,6.8,67.0,0.4
1058,Jonah Hodges,FCS,Pioneer,N,San Diego,N,Undrafted,24,457,2668,24,5.8,111.2,1.0
1059,Jonathan Abrams,FCS,Patriot,N,Holy Cross,N,Undrafted,3,30,147,0,4.9,49.0,0.0
1060,Jonathan DeBique,FCS,NEC,N,LIU,N,Undrafted,13,178,927,6,5.2,71.3,0.5
1061,Jonathan Hilliman,FBS,ACC,Y,Boston College,N,Undrafted,12,184,542,6,2.9,45.2,0.5
1062,Jonathan Lee,FBS,Mountain West,N,Air Force,N,Undrafted,10,66,429,3,6.5,42.9,0.3
1063,Jonathan Taylor,FBS,Big Ten,Y,Wisconsin,Y,3.0,41,926,6174,50,6.7,150.6,1.2
1064,Jonathan Wallace,FBS,CUSA,N,Fla. Atlantic,N,Undrafted,9,119,553,3,4.6,61.4,0.3
1065,Jonathan Ward,FBS,MAC,N,Central Mich.,N,Undrafted,25,362,2125,25,5.9,85.0,1.0
1066,Jonathan Williams,FBS,SEC,Y,Arkansas,Y,12.0,25,361,2090,16,5.8,83.6,0.6
1067,Jonathon Brooks,FBS,Big 12,Y,Texas,Y,1.0,11,187,1139,10,6.1,103.5,0.9
1068,Jonny Martin,FCS,SoCon,N,Wofford,N,Undrafted,8,82,399,7,4.9,49.9,0.9
1069,Jonzell Norrils,FBS,MAC,N,Akron,N,Undrafted,10,118,573,3,4.9,57.3,0.3
1070,Jordan Bentley,FCS,SWAC,N,Alabama A&M,N,Undrafted,42,609,3204,39,5.3,76.3,0.9
1071,Jordan Brown,FCS,OVC,N,Tennessee Tech,N,Undrafted,7,37,150,1,4.1,21.4,0.1
1072,Jordan Canada,FCS,Big Sky,N,Montana,N,Undrafted,27,427,2269,27,5.3,84.0,1.0
1073,Jordan Canzeri,FBS,Big Ten,Y,Iowa,N,Undrafted,35,359,1959,14,5.5,56.0,0.4
1074,Jordan Chunn,FBS,Sun Belt,N,Troy,N,Undrafted,47,672,3081,46,4.6,65.6,1.0
1075,Jordan Cronkrite,FBS,AAC,N,South Fla.,N,Undrafted,22,320,1807,13,5.6,82.1,0.6
1076,Jordan Ellis,FBS,ACC,Y,Virginia,N,Undrafted,26,430,1862,16,4.3,71.6,0.6
1077,Jordan Fredericks,FBS,ACC,Y,Syracuse,N,Undrafted,12,107,607,4,5.7,50.6,0.3
1078,Jordan Fuller,FCS,Patriot,N,Holy Cross,N,Undrafted,22,267,1582,31,5.9,71.9,1.4
1079,Jordan Gant,FCS,OVC,N,Tennessee St.,N,Undrafted,11,144,553,10,3.8,50.3,0.9
1080,Jordan Gowins,FCS,CAA,N,Stony Brook,N,Undrafted,34,396,1921,16,4.9,56.5,0.5
1081,Jordan Hall,FBS,Big Ten,Y,Ohio St.,N,Undrafted,13,81,536,8,6.6,41.2,0.6
1082,Jordan Houston,FBS,ACC,Y,NC State,N,Undrafted,24,237,1070,2,4.5,44.6,0.1
1083,Jordan Howard,FBS,Big Ten,Y,Indiana,Y,10.0,32,647,3681,24,5.7,115.0,0.8
1084,Jordan Huff,FBS,MAC,N,NIU,N,Undrafted,35,324,2096,17,6.5,59.9,0.5
1085,Jordan Jackson,FCS,NEC,N,Saint Francis,N,Undrafted,10,107,536,4,5.0,53.6,0.4
1086,Jordan James,FBS,Pac-12,Y,Oregon,N,Undrafted,14,107,759,11,7.1,54.2,0.8
1087,Jordan Johnson,FCS,SWAC,N,Jackson St.,N,Undrafted,55,708,3458,31,4.9,62.9,0.6
1088,Jordan Mason,FBS,ACC,Y,Georgia Tech,N,Undrafted,31,362,1910,16,5.3,61.6,0.5
1089,Jordan Meachum,FCS,NEC,N,Sacred Heart,N,Undrafted,21,311,1801,14,5.8,85.8,0.7
1090,Jordan Mims,FBS,Mountain West,N,Fresno St.,N,Undrafted,41,539,2709,30,5.0,66.1,0.7
1091,Jordan Nubin,FBS,Big Ten,Y,Minnesota,N,Undrafted,13,127,559,3,4.4,43.0,0.2
1092,Jordan Parker,FBS,CUSA,N,Middle Tenn.,N,Undrafted,23,274,1291,8,4.7,56.1,0.3
1093,Jordan Reisner,FCS,Ivy League,N,Brown,N,Undrafted,9,56,296,4,5.3,32.9,0.4
1094,Jordan Roberts,FCS,MVFC,N,South Dakota,N,Undrafted,12,126,544,3,4.3,45.3,0.2
1095,Jordan Robinson,FCS,Big Sky,N,Sacramento St.,N,Undrafted,34,494,2666,22,5.4,78.4,0.6
1096,Jordan Scarlett,FBS,SEC,Y,Florida,Y,14.0,26,310,1665,11,5.4,64.0,0.4
1097,Jordan Smith,FCS,OVC,N,Eastern Ill.,N,Undrafted,6,55,278,2,5.1,46.3,0.3
1098,Jordan Waters,FBS,ACC,Y,Duke,N,Undrafted,26,276,1385,20,5.0,53.3,0.8
1099,Jordan Wilkins,FBS,SEC,Y,Ole Miss,Y,14.0,12,155,1011,9,6.5,84.2,0.8
1100,Jordan Younge-Humphrey,FCS,Pioneer,N,Stetson,N,Undrafted,4,54,359,0,6.6,89.8,0.0
1101,Jordin Lennon,FCS,MEAC,N,Norfolk St.,N,Undrafted,10,85,425,3,5.0,42.5,0.3
1102,Jordon Brown,FBS,ACC,Y,North Carolina,N,Undrafted,12,138,613,4,4.4,51.1,0.3
1103,Jordon James,FBS,Pac-12,Y,UCLA,N,Undrafted,9,101,534,5,5.3,59.3,0.6
1104,Joseph Ajeigbe,FCS,Big Sky,N,Sacramento St.,N,Undrafted,11,110,452,5,4.1,41.1,0.5
1105,Joseph Binda Jr.,FCS,Pioneer,N,San Diego,N,Undrafted,20,202,1132,16,5.6,56.6,0.8
1106,Josh Adams,FBS,FBS Independent,N,Notre Dame,N,Undrafted,38,481,3198,20,6.6,84.2,0.5
1107,Josh Booker,FCS,Big Sky,N,Weber St.,N,Undrafted,12,115,438,4,3.8,36.5,0.3
1108,Josh Cleveland,FBS,MAC,N,Bowling Green,N,Undrafted,23,248,1442,6,5.8,62.7,0.3
1109,Josh Davis,FCS,Big Sky,N,Weber St.,N,Undrafted,42,618,3520,25,5.7,83.8,0.6
1110,Josh Ferguson,FBS,Big Ten,Y,Illinois,N,Undrafted,34,416,2222,18,5.3,65.4,0.5
1111,Josh Harris,FBS,ACC,Y,Wake Forest,N,Undrafted,12,125,470,4,3.8,39.2,0.3
1112,Josh Hicks,FBS,Big Ten,Y,Rutgers,N,Undrafted,12,130,674,4,5.2,56.2,0.3
1113,Josh Hokit,FBS,Mountain West,N,Fresno St.,N,Undrafted,14,128,583,7,4.6,41.6,0.5
1114,Josh Jacobs,FBS,SEC,Y,Alabama,Y,1.0,30,205,1207,15,5.9,40.2,0.5
1115,Josh Johnson,FBS,Sun Belt,N,ULM,N,Undrafted,12,201,1298,11,6.5,108.2,0.9
1116,Josh Mack,FCS,CAA,N,Maine,N,Undrafted,10,243,1335,9,5.5,133.5,0.9
1117,Josh McCray,FBS,Big Ten,Y,Illinois,N,Undrafted,11,112,549,2,4.9,49.9,0.2
1118,Josh McGowen,FCS,Southland,N,SFA,N,Undrafted,12,110,450,6,4.1,37.5,0.5
1119,Josh Quezada,FBS,Mountain West,N,Fresno St.,N,Undrafted,26,289,1354,11,4.7,52.1,0.4
1120,Josh Robinson,FBS,SEC,Y,Mississippi St.,Y,16.0,26,268,1662,14,6.2,63.9,0.5
1121,Josh Rounds,FBS,AAC,N,Tulane,N,Undrafted,12,125,758,7,6.1,63.2,0.6
1122,Josh Samuel,FCS,ASUN,N,Jacksonville St.,N,Undrafted,24,267,1487,14,5.6,62.0,0.6
1123,Josh Snead,FBS,ACC,Y,Duke,N,Undrafted,14,107,651,2,6.1,46.5,0.1
1124,Josh Williams,FBS,SEC,Y,LSU,N,Undrafted,11,97,532,6,5.5,48.4,0.5
1125,Joshon Barbie,FCS,Southland,N,McNeese,N,Undrafted,5,65,421,3,6.5,84.2,0.6
1126,Joshua Carter,FCS,ASUN,N,Eastern Ky.,N,Undrafted,11,120,714,4,6.0,64.9,0.4
1127,Joshua Chase,FCS,MEAC,N,Morgan St.,N,Undrafted,18,256,1046,7,4.1,58.1,0.4
1128,Joshua Kelley,FBS,Pac-12,Y,UCLA,Y,10.0,43,647,3442,31,5.3,80.0,0.7
1129,Joshua Mack,FBS,FBS Independent,N,Liberty,N,Undrafted,33,412,2283,17,5.5,69.2,0.5
1130,Joshua Pitsenberger,FCS,Ivy League,N,Yale,N,Undrafted,18,237,1115,15,4.7,61.9,0.8
1131,Joshua Samuel,FBS,CUSA,N,Western Ky.,N,Undrafted,12,120,641,1,5.3,53.4,0.1
1132,Joshua Stakely,FCS,Patriot,N,Georgetown,N,Undrafted,21,248,1118,11,4.5,53.2,0.5
1133,Journey Brown,FBS,Big Ten,Y,Penn St.,N,Undrafted,13,129,890,12,6.9,68.5,0.9
1134,Jovan Smith,FCS,Pioneer,N,Morehead St.,N,Undrafted,10,88,521,7,5.9,52.1,0.7
1135,Jovantae Barnes,FBS,Big 12,Y,Oklahoma,N,Undrafted,11,116,519,5,4.5,47.2,0.5
1136,Jovon Robinson,FBS,SEC,Y,Auburn,N,Undrafted,8,117,639,3,5.5,79.9,0.4
1137,Jowan Davis,FBS,CUSA,N,Rice,N,Undrafted,13,245,956,6,3.9,73.5,0.5
1138,Juanne Blount,FCS,Big South,N,Gardner-Webb,N,Undrafted,12,257,1040,9,4.0,86.7,0.8
1139,Julian Hayes,FCS,FCS Independent,N,Monmouth,N,Undrafted,12,243,1107,7,4.6,92.2,0.6
1140,Julian Laing,FCS,CAA,N,Delaware,N,Undrafted,10,63,363,3,5.8,36.3,0.3
1141,Julien Gums,FCS,Southland,N,Nicholls,N,Undrafted,40,579,3116,34,5.4,77.9,0.8
1142,Julius Chestnut,FCS,NEC,N,Sacred Heart,N,Undrafted,34,624,3605,30,5.8,106.0,0.9
1143,Julius Davis,FCS,Big Sky,N,Montana St.,N,Undrafted,11,104,718,6,6.9,65.3,0.5
1144,Julius Loughridge,FCS,Patriot,N,Fordham,N,Undrafted,23,338,2078,18,6.1,90.3,0.8
1145,Julius Maracalin,FCS,Southland,N,Southeastern La.,N,Undrafted,20,249,1337,11,5.4,66.8,0.6
1146,Junior Bergen,FCS,Big Sky,N,Montana,N,Undrafted,12,118,498,4,4.2,41.5,0.3
1147,Justice Antrum,FCS,CAA,N,Rhode Island,N,Undrafted,9,127,590,6,4.6,65.6,0.7
1148,Justice Ellison,FBS,ACC,Y,Wake Forest,N,Undrafted,35,397,1788,14,4.5,51.1,0.4
1149,Justice Hill,FBS,Big 12,Y,Oklahoma St.,Y,9.0,36,632,3539,30,5.6,98.3,0.8
1150,Justice Jackson,FCS,Big Sky,N,Eastern Wash.,N,Undrafted,20,159,875,7,5.5,43.8,0.4
1151,Justin Covington,FCS,CAA,N,Villanova,N,Undrafted,21,260,1774,15,6.8,84.5,0.7
1152,Justin Crawford,FBS,Big 12,Y,West Virginia,N,Undrafted,25,353,2245,11,6.4,89.8,0.4
1153,Justin Davis,FBS,Pac-12,Y,Southern California,N,Undrafted,43,461,2465,19,5.3,57.3,0.4
1154,Justin Dinka,FCS,MVFC,N,Indiana St.,N,Undrafted,20,276,1411,10,5.1,70.6,0.5
1155,Justin Goodwin,FBS,AAC,N,Rutgers,N,Undrafted,11,111,521,5,4.7,47.4,0.5
1156,Justin Henderson,FBS,CUSA,N,Louisiana Tech,N,Undrafted,13,188,1062,15,5.6,81.7,1.2
1157,Justin Jackson,FBS,Big Ten,Y,Northwestern,Y,19.0,51,1142,5440,41,4.8,106.7,0.8
1158,Justin Kelly,FCS,SWAC,N,Grambling,N,Undrafted,35,452,2226,14,4.9,63.6,0.4
1159,Justin Pratt,FCS,Southland,N,McNeese,N,Undrafted,32,371,1824,12,4.9,57.0,0.4
1160,Justin Rankin,FBS,MAC,N,Kent St.,N,Undrafted,11,117,574,4,4.9,52.2,0.4
1161,Justin Roberson,FCS,OVC,N,Austin Peay,N,Undrafted,12,144,484,1,3.4,40.3,0.1
1162,Justin Semmes,FCS,CAA,N,Rhode Island,N,Undrafted,5,59,286,3,4.8,57.2,0.6
1163,Justin Stockton,FBS,Big 12,Y,Texas Tech,N,Undrafted,11,132,797,4,6.0,72.5,0.4
1164,Justin Strong,FCS,MVFC,N,Southern Ill.,N,Undrafted,23,164,892,4,5.4,38.8,0.2
1165,Justin Taylor,FCS,MEAC,N,South Carolina St.,N,Undrafted,12,206,706,6,3.4,58.8,0.5
1166,Justin Williams,FCS,Big Sky,N,UC Davis,N,Undrafted,11,131,607,8,4.6,55.2,0.7
1167,Juwan Thompson,FBS,ACC,Y,Duke,N,Undrafted,14,64,348,1,5.4,24.9,0.1
1168,Juwan Washington,FBS,Mountain West,N,San Diego St.,N,Undrafted,31,476,2258,19,4.7,72.8,0.6
1169,Juwaun Price,FBS,FBS Independent,N,New Mexico St.,N,Undrafted,12,135,692,10,5.1,57.7,0.8
1170,Juwon Farri,FCS,Big South,N,Monmouth,N,Undrafted,23,395,2246,26,5.7,97.7,1.1
1171,Jymere Jordan-Toney,FCS,NEC,N,Saint Francis,N,Undrafted,19,278,1077,6,3.9,56.7,0.3
1172,Jyran Mitchell,FCS,Pioneer,N,Butler,N,Undrafted,11,199,1268,12,6.4,115.3,1.1
1173,Jyruss Edwards,FBS,Sun Belt,N,ULM,N,Undrafted,12,99,447,2,4.5,37.2,0.2
1174,K'Rondis Larry,FCS,SoCon,N,Samford,N,Undrafted,23,165,910,6,5.5,39.6,0.3
1175,Ka'Deem Carey,FBS,Pac-12,Y,Arizona,Y,9.0,12,349,1885,19,5.4,157.1,1.6
1176,Kadarius Calloway,FBS,Sun Belt,N,Old Dominion,N,Undrafted,9,88,623,5,7.1,69.2,0.6
1177,Kade Harrington,FCS,Southland,N,Lamar University,N,Undrafted,27,544,3468,36,6.4,128.4,1.3
1178,Kadin Remsberg,FBS,Mountain West,N,Air Force,N,Undrafted,25,281,1633,11,5.8,65.3,0.4
1179,Kaelon Black,FCS,CAA,N,James Madison,N,Undrafted,2,25,170,1,6.8,85.0,0.5
1180,Kai Henry,FCS,MVFC,N,South Dakota,N,Undrafted,38,466,2127,24,4.6,56.0,0.6
1181,Kairee Robinson,FBS,Mountain West,N,San Jose St.,N,Undrafted,24,327,1946,28,6.0,81.1,1.2
1182,Kaleb Johnson,FBS,Big Ten,Y,Iowa,N,Undrafted,23,268,1242,9,4.6,54.0,0.4
1183,Kalen Ballage,FBS,Pac-12,Y,Arizona St.,Y,12.0,35,408,1858,24,4.6,53.1,0.7
1184,Kalif Phillips,FBS,CUSA,N,Charlotte,N,Undrafted,22,318,1623,16,5.1,73.8,0.7
1185,Kamryn Pettway,FBS,SEC,Y,Auburn,N,Undrafted,10,209,1224,7,5.9,122.4,0.7
1186,Kani Benoit,FBS,Pac-12,Y,Oregon,N,Undrafted,12,88,584,10,6.6,48.7,0.8
1187,Kani Kane,FCS,CAA,N,Delaware,N,Undrafted,23,289,1189,17,4.1,51.7,0.7
1188,Kapri Bibbs,FBS,Mountain West,N,Colorado St.,N,Undrafted,14,281,1741,31,6.2,124.4,2.2
1189,Karan Higdon,FBS,Big Ten,Y,Michigan,N,Undrafted,24,388,2172,21,5.6,90.5,0.9
1190,Kareem Hunt,FBS,MAC,N,Toledo,Y,6.0,44,782,4945,44,6.3,112.4,1.0
1191,Kareem Williams,FCS,CAA,N,Delaware,N,Undrafted,21,251,1264,4,5.0,60.2,0.2
1192,Karekin Brooks,FCS,Ivy League,N,Penn,N,Undrafted,29,495,2741,25,5.5,94.5,0.9
1193,Karl Bostick,FCS,SoCon,N,Elon,N,Undrafted,11,110,421,4,3.8,38.3,0.4
1194,Karl Ligon,FCS,SWAC,N,Southern U.,N,Undrafted,12,126,568,5,4.5,47.3,0.4
1195,Karl Mofor,FCS,CAA,N,UAlbany,N,Undrafted,51,874,3864,35,4.4,75.8,0.7
1196,Karlos Williams,FBS,ACC,Y,Florida St.,Y,14.0,26,241,1419,22,5.9,54.6,0.8
1197,Kasey Carrier,FBS,Mountain West,N,New Mexico,N,Undrafted,10,189,1122,9,5.9,112.2,0.9
1198,Kashon Baker,FCS,Big South,N,N.C. A&T,N,Undrafted,20,158,835,9,5.3,41.8,0.4
1199,Kavon Samuels,FCS,Pioneer,N,Butler,N,Undrafted,5,97,389,1,4.0,77.8,0.2
1200,Kavosiey Smoke,FBS,SEC,Y,Kentucky,N,Undrafted,13,101,616,6,6.1,47.4,0.5
1201,Kay'Ron Adams,FBS,FBS Independent,N,Massachusetts,N,Undrafted,12,236,1157,12,4.9,96.4,1.0
1202,Kaytron Allen,FBS,Big Ten,Y,Penn St.,N,Undrafted,26,339,1769,16,5.2,68.0,0.6
1203,Kayvon Britten,FCS,SWAC,N,Ark.-Pine Bluff,N,Undrafted,11,200,1046,16,5.2,95.1,1.5
1204,Ke'Aun Kinner,FBS,Big 12,Y,Kansas,N,Undrafted,24,274,1304,8,4.8,54.3,0.3
1205,Ke'Mon Freeman,FBS,AAC,N,SMU,N,Undrafted,38,407,1711,20,4.2,45.0,0.5
1206,Ke'Shawn Vaughn,FBS,SEC,Y,Vanderbilt,Y,7.0,35,512,2995,27,5.8,85.6,0.8
1207,Kealand Dirks,FCS,SoCon,N,Furman,N,Undrafted,11,152,720,9,4.7,65.5,0.8
1208,Keaontay Ingram,FBS,Pac-12,Y,Southern California,Y,19.0,36,442,2472,15,5.6,68.7,0.4
1209,Keaton Mitchell,FBS,AAC,N,East Carolina,N,Undrafted,33,463,3027,25,6.5,91.7,0.8
1210,Keefe White,FCS,SoCon,N,The Citadel,N,Undrafted,4,24,151,0,6.3,37.8,0.0
1211,Keenan Reynolds,FBS,AAC,N,Navy,Y,14.0,37,815,3910,78,4.8,105.7,2.1
1212,Keenan Simpson,FCS,Pioneer,N,Jacksonville,N,Undrafted,10,98,455,5,4.6,45.5,0.5
1213,Keilon Elder,FCS,SWAC,N,Grambling,N,Undrafted,11,71,472,6,6.6,42.9,0.5
1214,Keion Davis,FBS,CUSA,N,Marshall,N,Undrafted,13,179,812,6,4.5,62.5,0.5
1215,Keith Ford,FBS,SEC,Y,Texas A&M,N,Undrafted,13,126,669,6,5.3,51.5,0.5
1216,Keith Goss,FCS,Pioneer,N,Campbell,N,Undrafted,12,94,463,5,4.9,38.6,0.4
1217,Keith Lawson,FCS,Southland,N,SFA,N,Undrafted,11,82,416,5,5.1,37.8,0.5
1218,Keith Sherman,FCS,Patriot,N,Lehigh,N,Undrafted,11,176,1064,8,6.0,96.7,0.7
1219,Keith Whitely,FBS,Mountain West,N,UNLV,N,Undrafted,25,270,1215,5,4.5,48.6,0.2
1220,Kejon Owens,FBS,CUSA,N,FIU,N,Undrafted,10,80,453,5,5.7,45.3,0.5
1221,Kell Walker,FBS,FBS Independent,N,Army West Point,N,Undrafted,12,86,629,6,7.3,52.4,0.5
1222,Kelley Joiner Jr.,FBS,AAC,N,South Fla.,N,Undrafted,9,78,368,1,4.7,40.9,0.1
1223,Kelsey Young,FBS,Mountain West,N,Boise St.,N,Undrafted,13,101,511,8,5.1,39.3,0.6
1224,Kelton Moore,FBS,Mountain West,N,Nevada,N,Undrafted,12,164,855,4,5.2,71.2,0.3
